username,comment,date,likes
@sasanmirzai1535,can not help it but Mr president won it so effortlessly.That is why I like him.He is direct and upto the point unlike politicians,3 years ago,40
@junkim2789,"I don't see the problem here. Trump had better points and won the argument, and reporter constantly interrupted him. That reporter just made himself look foolish",1 year ago,15
@atulagl2008,At 70+ Trump definitely has more energy to put than this guy...,4 years ago,1
@cynicallyclash,when trump starts walking away from his podium slowly,2 years ago,10
@mikeshirleyforever,"That reporter loves the sound of his own voice, doesn't he.",2 years ago,13
@rogermiller4929,At last. A leader who is exposing liars.,3 years ago,1
@scrpr3961,I still can't fully believe this guy was the President of the world biggest country somehow,1 year ago,1
@yourjai,"What Trump said is Actually right.

These type of Reporters are the reason why he won.",3 years ago,603
@rezafardadmanesh9417,The way the reporter talks to the president was impolite like an investigator,2 years ago,7
@jackmullaney4569,Trump acts like a school teacher when he tells the guy to sit down,3 years ago,10
@rl5579,"In other words; ""How dare you ask a question and expect an honest answer?""",1 year ago,2
@gabbsm8192,"Everyone need to really listen to what he say, some reporter change what he says, and everyone should come in legally. It’s fair for the ones that did come legally.",3 years ago,0
@brian197686,"He was right, they are terrible. Hence their ratings.",11 months ago,4
@mymusicplaylist6889,"We live in a world where being ""Attacked"" doesn't actually need any physical contact, you just need to be made fun of to be attacked",4 years ago,48
@a2lex_V,"“Thank you for telling me that, I appreciate it.” Hahaha why did he say that?",3 years ago,63
@supremeleaderkimjongun,he spoke the truth,11 months ago,3
@PRubin-rh4sr,Bruh Trump was about to walk out but the other reporters still had questions. They had to keep the guy quiet.,1 year ago,0
@philnguyen5038,I just cant get enough of these Trump videos. They are awesome!!!,3 years ago,1
@35mayocynthia,That reporter was out of line if someone does not want to talk to you. You do not keep on talking and keep on asking questions you walk away or you just sit down and shut up.,1 year ago,2
@BuyBBStonk,If you watched the entire press conference you would see how respectful the other journalists were to both each other and the president.,4 years ago,64
@serdikobane1598,"I really don't like DT and almost everything he stands for, but the journalist's behaviour was as rude as it was disrespectful and unprofessionel.",2 years ago,34
@tuzolanakandela2413,"That’s my man, the president chair will forever miss this man  I always call you the Americans master key",1 year ago,11
@gg9380,"The funny thing is that, by the title of the video, we should be on the side of the reporter.",5 months ago,2
@sages101,"He had a great point. You can't just walk into a Country and say ""Yup, this is it. I'm staying here"" there's a process if you want to stay. That's how it goes.",2 weeks agos,0
@joyroy1701,"how people are defending the most rich and powerful , when the reporter was simply doing what the reporters are supposed to do ask the toughest questions and repeat until answered ,",1 year ago,2
@malkwinter8998,"If somebody enters your house without your permission its called a ""home invasion"" isn't it?",4 years ago,3
@benjamintyus6957,Imagine having respect for authority figures and reporting the truth.....,3 years ago,7
@mikespurgeon3345,Journalists... just a short cut to thinking.  Can you imagine at 5 years old you have already peaked at your profession.,2 years ago,1
@smulk1200,"CNN Reporter: Mr. President....

Trump: Just sit down",1 year ago,3
@elizavo5858,this video actually makes donald a decent man ngl,3 years ago,1
@GST51,"""your a rude and terrible person""   I now use this myself when anyone critisizes me !",1 year ago,7
@preciousklekpehyee7796,President Trump is 100% right from what I observed.,4 years ago,34
@steviej359,"A perfect example of projectionism, accusing someone of what in fact he is guilty of himself.",2 years ago,1
@jimmykeepingit100always6,He’s so right. Miss him,2 years ago,35
@chilledcoke,Can't get enough of these interviews,5 months ago,0
@fruitcakefloyd2126,"President Trump Also says ""I THINK YOU SHOULD LET ME ME RUN THE COUNTRY"" He says it with PureConfidence Like it's not bIggie but is really the most stressful Job In USA as the leader of the Free World I miss him as President  at least he Character Judge Jeannie Pirro Fox News always convices me that Voting for him for right choice",2 years ago,1
@Micaela1527,"""That's enough"" ... ""you are a rude terrible person"" ahahaha",2 years ago,1
@epiccsx,"Trump is always ready to say something bad about someone who disagrees with him, doesn't sound very moral to me..",2 years ago,17
@ganeshbhogaraju4558,Things would have been way different & way positive if journalists start questioning public again and again.,1 year ago,0
@abhishekshukla4135,He will be missed !,2 years ago,10
@RD_hunter09,i am suprised that the guy didnt get arrested,1 year ago,1
@sheilap.mckinzie6943,It took me 5 years to get my U.S. citizenship & I came here legally.,3 years ago,141
@zysidat,The american media never gave him a break..clearly jealous of his success.,2 years ago,6
@BanJ0e82,LOL! I’m gonna miss Trump getting into fights with reporters.,2 years ago,10
@9thwonder366,"Creating fear, creating a common enemy, thats how you run people",1 year ago,0
@tanyakotze6754,"Well done PM Trump, I may be a bit late. Well handled and he is rude.",3 years ago,1
@danielbesong7746,I love this man,1 year ago,3
@rabi9626,"I say this as a Canadian, the reporter was in the wrong.",4 years ago,474
@Scythe6140,is there nothing called basic etiquette in CNN reporters. No I mean literally you are talking to the president of the nation and such undisciplined nature of asking questions can surely invite many legal actions which could be serious. How can one be so negligent about that?,2 years ago,4
@nasietexx,If only reporters were this persistent when asking relevant questions to the leftist and lobbyists.,2 months ago,1
@Yash-Gaikwad,As an outsider.... What's wrong with saying that they have to come legally.,1 year ago,3
@Adam-bw5nz,"As much we all hate to admit, the reporter crossed the line.",3 years ago,0
@sfl6307,Does Trump remember the rude things he said about women and people who are physically challenged.,1 year ago,2
@bisujin1685,"Just curious, is that common in America? Keep interrupting a person who is taking . I usually see some reporters and journalists  keep interrupting speakers.",3 years ago,800
@tabbytriangle3403,Imagine Biden trying to deal with reporters like that. He'd be cowering behind his podium or tripping over himself to exit the stage.,2 weeks agos,0
@kenyalee4982,Temendous inner strength from a man.,3 years ago,4
@dudetocartman,1:27-1:31 is the confident way to get someone to be quiet.,1 year ago,2
@AJ-rd4ng,"Amazing. Love him, what a king",3 years ago,12
@MaasHomes,I miss the days when we had a President who cared about Americans.,6 months ago,13
@Budtuhrdhj,“These aren’t actors they aren’t from Hollywood”,2 years ago,760
@moneygemz5887,"“Go ahead “
Points randomly anywhere just to slam the poor guy again
Lol",1 year ago,1
@blackout9587,“Thank you for telling me that I appreciate that.”,2 weeks agos,0
@mayurraut9610,I like the way he grill reporters,11 months ago,0
@matthew_dag6201,Give my man credit he stood his ground and asked his question,2 years ago,8
@You000tubeuser,His roasting is always on point,2 weeks agos,0
@meteturan1,"We need engineers not drug sellers"" thats what Trump means",4 years ago,1
@stevenneely3906,Exactly Mr. President. People need to go into countries the right way,3 years ago,0
@mg19cal,"Never understood why a president was so concerned with ""ratings"" like THAT is an important part of running the country",2 years ago,0
@ericflames,I wish he made security drag him out. I would've grabbed my popcorn,4 weeks agos,2
@ngalahansel6066,"""And the way you treat other people ARE horrible""! POTUS's grammar lol",2 years ago,0
@honewhetstone1732,"“They didn’t come from Hollywood”

“Let me run the country, you run CNN”",11 months ago,6
@MichaelWright-qu6ou,That reporter is like that annoying kid in class that never shuts up,3 years ago,223
@rahulbnair8398,"I would have really appreciated had it been against  ""Guardian News"", as they always have the habit of reporting lies about India.",3 years ago,1
@bradical10e88,He’s not afraid of the press and their lies. Thank you Mr. President!,5 months ago,1
@notyoureverydaycultist2579,"""We have never seen anything like this before, people.""",11 months ago,2
@ghost_g.o.d,"""That's enough""  simply means give time for another to talk.  Do not be greedy.  I sincerely think he got what he is.",6 months ago,0
@bobbyray464,best stand up comedian ever,1 year ago,0
@helenasmith2906,Like his policies or not. I do like trump's straight forward talking. And that reporter crossed the line.,3 years ago,516
@dylan9298,I miss Trump just for how much of a spectacle he was. Maybe he wasn't the brightest guy but lord was he entertaining,11 months ago,1
@musicjonk2701,Well done President Trump. You are sincere and honest. People have been so hard on you for trying to change things for the better.,3 years ago,0
@SuperAss29,Such a great and smart president I miss him and it’s time he comes back.,1 year ago,0
@SILUX1,"Just imagine this reporter asked question again and again to a dictator.

After the interview the reporter is missing",1 year ago,5
@standstrongwwg1wga235,I can’t stand that reporter He’s a nuisance you’re right he’s just like one of those kids it won’t quit talking when the teacher says stop talking,3 years ago,38
@adachaadacha7483,"We need more brave journalists like this who are not just reporting from one side of the story but from a different point of view, we may be heading back in times of dictators if we choose to only have a certain group of people only heard",3 years ago,2
@Mina-px3zb,His body language speaks volumes  like why does he act like he is in a movie. Truly thinks the world is centered around him.,3 years ago,2
@onceagain6184,3 years later and this country is still being invaded !,1 months ago,2
@kenburns4547,"Normally when the US President points at you and says ""THAT'S ENOUGH,""  people know that means to SHUT UP.
At CNN, they think it means ""go head with your question, everyone wants to hear it including me.""",3 years ago,2
@Nationalsloppy63,“attacks” is a excessive lol. a disagreement is not an attack. and he was pushing much too hard to expect a positive reaction.,11 months ago,1
@Patchy23,"""Trump attacks cnn reporter"" no the reporter was attacking him by the looks of it, the reporter literally caused a scene",3 years ago,806
@iain7418,President Trump is a truly amazing person,3 months ago,4
@jennifergirling6850,That CNN reporter asks another question when Trump already said I want to hear from other reporters. The CNN reporter keeps standing up & hammering Trump with questions & statements while not allowing other reporters to talk. Yes that is so rude. He's not the only reporter in the room.,2 years ago,0
@nicholaslepore2789,i can watch this 100 times. love it,2 years ago,32
@Harkness197,He's an absolute lad!,8 months ago,2
@rt1110,He was legit intimidated when Trump stepped out from the stand,1 year ago,0
@chicatita12,"I am an inmigrant, and this time he is right",11 months ago,2
@knoxy3514,Why doesn’t the guardian title this “attacks male reporter”. Like how they always include the word “female reporter” if it’s a female reporter,3 years ago,1
@cherish9493,That reporter is no bueno - I would have trouble holding my temper in Trump's position.,2 years ago,8
@t-legit9066,He is one of the honest presidents In ventures to exist and tell it as it’s bc now everyone wants to pretend that everything is perfect and that they are okay. There a lot of things that I disagree with him but I like the fact that he is speaking his mind and not afraid to hide it,3 years ago,2
@vernmexico,"Trump is so polite even when making these remarks, he could say so much worse...lol",2 years ago,7
@samuelsmith5400,Gosh I miss this guy,1 year ago,0
@SUPERNOVA0360,Being called out by the U.S. president,3 years ago,980
@eightinches6094,"If Trump goes back and watches the re runs of his press conferences, like this one, he'll realize why the public, and the media, began to hate him and why he lost the election. When he's cornered he can't answer the tough questions. He breaks under pressure.",1 year ago,0
@stuartbell3652,1:15 the best line of his Presidency,3 years ago,3
@lonestar1068,I like nothing this man stands for except his bold honesty calling out on a lying media,1 year ago,0
@bettersteps,"""Thank you for telling me that. I appreciate it.""  Trump is so FUNNY!  I love him.",3 years ago,7
@ImHerobrine,"""Trump attacks Reporter""
Didn't think talking to someone is equivalent to attacking someone",11 months ago,0
@doodbool3719,trump was actually pretty civil,4 years ago,30
@GurpreetSingh-uh8vj,This is called real journalism,3 years ago,1
@liberphilosophus7481,Craziness that this man tries to start a political debate with Trump at a news conference.,1 year ago,0
@AudriusMikalajunas,I miss him so much. Not many neomammalians are left and especially leading the world forward first time after many decades.,9 months ago,0
@endmjwknj,"""Trump attacks"" it sounds to me like ""reporter keeps at it without respecting any limits and after a long time the president answers accordingly because he is a human as well"".",11 months ago,0
@dancingverum,Instant Karma face to face! An enjoyable moment when others don’t respect boundaries!,11 months ago,0
@sea-snake8315,"""if you did it well your ratings would be much better""",4 years ago,185
@ryanhawley9501,If you watch this from the other angle you can see how he jerks the mic out of the ladies hand and obviously upsets her. That is one of the main reasons trump was so mad and said what he did,3 years ago,0
@themudaman9767,The reporter is speaking facts,3 years ago,0
@woozy96,Girl snatched the mic like a little kid. lmao,1 months ago,0
@beargreen873,He must've been so embarrassed and I'm sure fired in front of the whole company. Literally the President of the United States calling you out. WOW,1 year ago,0
@bobmiller5598,I love Mr Trump,7 months ago,7
@mickaelcyr5565,He’s actually saying the truth,3 years ago,74
@lilsamantha1,"he is such troll, love him.",2 years ago,1
@stephenodoom2335,"Just like hon. Ken agyapong, outspoken. Always speaking his peace of mind",2 years ago,1
@user-fg5wc5rr1e,We need him back,6 months ago,2
@abuabdullah9878,"""Thank you for telling me that. I appreciate it.""",2 months ago,0
@drgunjanchaudhary5689,You have to understand facts why he is telling you that ️,1 year ago,0
@lautarolencina5353,1:47 I loved that lady that took the mic right off that so called reporter,2 years ago,46
@mattirunga2789,I'm an italian guy and during the presidence I loved Trump a lot...he is a rought guy ...he can stay close to people but he still keeps the distance from people like the reporter ... I'm so disappointed because of the missing of the second presidence...what do you think?,2 years ago,1
@s-rankisekai2425,"the title sounds sensationalised, really. its a huge difference between ""attacks CNN reporter"" and ""rebukes CNN reporter""",3 years ago,2
@ms.fortune2957,"Firstly, it's rude to try and publically challenge your authority figure.  This reporters first sentence was asking for trouble.  NO THE REPORTER WAS RUDE & ATTACKED THE PRESIDENT!!  smh",8 months ago,2
@geoden,"Having studied American politics for the past six or seven months now, I think I can say that Trump has defiled
and damaged America in the eyes of the entire world. My American friends, you have my sympathy.",3 years ago,1
,He's actually talking about himself,1 months ago,0
@williammasters1620,Finally a conservative who fights back against the media,3 years ago,160
@ryanwohlgemuth7241,Get it Donald. You're a rockstar!,3 years ago,1
@bernardm.3205,I can't wait until he's thrown in jail!,4 months ago,2
@RxTx88,The man himself ️,5 months ago,2
@wackywilly6969,The real terrible people are the guardian saying trump was attacking CNN he was clearly being abused by the reporter and he was awnsering the question until the rude reporter would sit down and SHOVED the woman who wanted the mic back he should have been dragged out of the building.,1 year ago,1
@beatsmithx1090,I'm not a trump guy but that gave me goosebumps,3 years ago,0
@malsawmkhawzawl4664,There should be certain things that the public should not know the work of the government and their plans for the security of the nation .,2 years ago,0
@jacktravis7179,"Ya gotta love the dramatic headlines....... attacks reporter ? Based on that , I expected him to jump down from the podium  !",11 months ago,1
@kenklein9228,"""That's enough"". I love it.",2 years ago,4
@beijingbrandon6220,I miss him.,1 year ago,0
@Z0mbify,"If that was Obama.

That would be a whole different story",3 years ago,461
@amyhill6619,Be blessful and Grateful dont judge the book by its cover especially when they naturally bless u,3 years ago,3
@saratchandramv1886,"If Trump was my grandfather, i would spend alot of time with him learning the art of speech. No matter how many complicated questions you face.. dont get fazed. Come on top. Command and charsima.",2 months ago,1
@limpu3891,you can't stop this man,9 months ago,1
@normabarney5896,"He didn't attack the reporter, he just defended himself because after 4 years of constantly daily mistreatment he had enough of their disrespectful routine.",2 years ago,1
@gabriellastephanie8045,1:58 When the teacher needs to see a student for detention for disruptive behavior.,1 year ago,1
@matthewwtheman,this is the first time I ever agree with trump.,2 years ago,149
@madangel9691,"I believe it is not necessarily what President Trump says it's how he says it.He definitely should be more classy and lead by example, but again those days are gone now. He's just a reflection of what society has become nobody has respect for each other regardless of titles or positions. Yet everyone wants Respect and they want to be RIGHT. Not everyone can be Right if that's the case then who's going to be wrong.",3 years ago,0
@stephanesegaert2827,"Well done Mister President !
All our support from France .",2 years ago,0
@turin2,"He is actually a Rude, Terrible person. CNN summed up in a single person. He's a Wish version of Jay Leno",11 months ago,3
@truthreallyupsetsmostpeopl759,Nobody can stop him when he gets that way that's why he's GREAT.,8 months ago,1
@javianjohnson8746,Lol 1:46 Trump was about to give buddy a right-hook,1 months ago,1
@johnb2609,1:50 she took his Mic so quick!!,2 years ago,326
@salehbayram7046,"TBH Trump is right, the reporter had his turn and it was done yet he still interrupted other reporters and continued asking questions despite Trump's refusing to answer

This is not freedom of journalism thats rudness and unprofessionalism",2 years ago,3
@jcrewchick,I feel like if Obama acted like this it would be a HUGE problem people would want him out of office,3 years ago,0
@fimmytom854,I don't understand he did not even attack the reporter?,8 months ago,1
@Endorion_YTC,I always love watching this. It's always a reminder how terrible of a president Biden is right now.,1 year ago,1
@user-py2lu9hk4d,"""""The way you treat people are horrible  -  you should be very ashamed""""
TRUTH TELLING  -  
Testifying, draining, EXPOSING and DISCLOSING it",12 days agos,0
@MichaelWright-qu6ou,That reporter is like a child taking up all of the teachers time,3 years ago,177
@ethanstube5087,That's the man!,2 years ago,12
@mgmodp8966,This guy deserve the UFC BMF belt!,3 years ago,0
@denditaegipionedijendepowi713,You hear this man saying it’s  enough No more interview from him .He’s banned for sure.,9 months ago,0
@robertl248,This is why I love Trump he has no problem with telling you how it is and that is what we need as a president.,3 years ago,0
@DMay-xs7mw,"He did not attack him. He told him his opinion. He looked ""attacked""!",1 year ago,0
@dreaMakerOne,"Well, I don't like Trump but he's totally right here",2 years ago,29
@deenasharise4009,"President Trump will not let the disgusting media push him around! 

LOVE IT",3 years ago,2
@MsCelmusic,A real Patriot,3 years ago,2
@shuddupeyaface,Leaders must be questioned.,1 year ago,0
@Irishgui83,"It's so amazing that he's gone. And now after the disastrous performance of his picks for the midterms, we all know he has little chance of ever being being voted into national office again. Even his own are turning on him as the right and far right always do in the end.",11 months ago,0
@jaymilan215,"this tittle is wrong , the reporter was so disrespectful he just couldn’t stop talking smh so ignorant",1 year ago,1
@mohamednuur3887,I think he didn’t realize that he was talking to the president,4 years ago,397
@tomx6543,"""You are a rude, terrible person""

Hold on, Donnie, let me get a mirror, then you can say it over and over again.",2 years ago,26
@user-cj7dv2kc6d,That one was a classic.  So funny.,3 months ago,0
@jesse8219,I have never seen anyone interrogate biden like this,1 year ago,0
@divyeshmirajkar1222,"After seeing this,I can't believe that there is just a little difference between the age of Biden and Trump.",2 years ago,2
@clayjulie792,I MISS this President SO MUCH!!,1 year ago,0
@charliedallachie3539,Every other country has immigration laws...we’re not allowed to have ours?,3 years ago,17
@geetrajasthanedu,CNN should be proud of such a daring and loyal employe who dares to question for the right of people infront of everyone...and even dose not care of his job..,3 years ago,0
@shubhendudas2623,hope our beloved pm should also have such guts,2 years ago,2
@maryhooper786,He was a strong leader,8 months ago,4
@agukamubitekerezotv6055,Great content you deserve more views keep it up,3 years ago,0
@willk8734,He didn’t attack anyone. He spoke the truth,1 year ago,0
@sushmas5936,The reporter was indeed rude and disrespectful though.,2 years ago,81
@jw362,"Trump calling someone a rude, terrible person? Every word out of his mouth is either a lie or a projection—every word.",1 year ago,1
@randomguy-fy4nr,"he calls other people rude and terrible, yet he is the very same hypocrite who dont give other people a chance to speak or voice out their opinion",2 years ago,0
@Anonymous-pw5kr,I really hope he doesnt run again next year. Im 40 and during his time in office he somehow segregated this country almost as bad as the 60's. What an embarrassment of a human being. Bullied everyone that didnt agree with everything he said.,11 months ago,0
@scotts1356,Look at the difference between these press conferences and Bdens press conferences. INCREDIBLE. ABSOLUTELY INCREDIBLE.,2 years ago,5
@seanvandermerwe3409,A president every country needs,11 months ago,0
@mutthulakshmi1730,Where did trump attack? He was just stating the truth,4 years ago,583
@a2zfunbegins273,"When the debate is lost, slander becomes the tool of the loser",1 months ago,0
@joshlonon2614,Aww I love this clip. Trump slaps him down at every point.,2 years ago,2
@bunehmwelwa6214,The reporter only wanted to irritate Donald,1 year ago,1
@rajnipul3488,"The funny lines""you are a rude,terrible person"".  That was cute",3 years ago,0
@toddmathis7484,Some people just don't know when to shut up.,3 months ago,1
@bate1199,"Trump: sit down that's enough
Reporter: keeps standing up. Mr Trump",3 years ago,25
@newyorkersalesmanjerry2318,This is so so so so excellent  speech,1 year ago,0
@piettefrank,When The con man is not facing a softball question from FOX. He just melts down and isn’t able to answer.,2 years ago,2
@universallife681,"If this reporter was in India, he would be in jail.",3 months ago,2
@Hsana41,Trump and reporters is always a deadly combination,2 years ago,0
@silencz1,Reporter rudely attacks president and wont take no for an answer how about that for a headline,6 months ago,2
@ArikHarv,"""They werent actors. You think they were actors? They didn't come from Hollywood.""
 hilarious",3 years ago,32
@hyenico,Reporters are not reporting if they keep on asking provocative questions until they get the answers they want to hear. Have to agree with Trump on this even though I'm not his fan,2 years ago,1
@shreyas-mq4yd,Full respect to Trump for this one!,2 weeks agos,2
@rextro4799,He is just reusing the line that someone said to him.,1 year ago,0
@countryroadstakemehome,I love Trump. He's a realist.,1 year ago,11
@premsun,Can someone even dare to ask the current president in this manner? Just asking ..,11 months ago,0
@rossnorval862,I'm surprised security never flung him out,2 years ago,116
@Cynthia-wz1kb,My parents were immigrants from India. They came into the US legally and have been in this country for years and JUST RECENTLY got their citizenship. They've gone through so much to get to this point. Really?  Build that freaking wall.,3 years ago,1
@g-urts5518,Trump calling someone else a rude an terrible person is just hilarious. He has no leg to stand on,2 years ago,0
@Noquemacuh,I miss him,1 year ago,0
@duncanboyf4175,Briliant. Well done don.,1 year ago,3
@ashively1,Well done Mr. President!,1 year ago,1
@poopyfacetomatonose741,“Trump attacks CNN reporter” ️ Wow he really left him bloody and bruised,4 years ago,189
@georgesouthwick7000,Trump calling someone rude is like a lion telling a Tiger how viscous they are.,11 months ago,0
@007lifestyle2,Trump is boss status . “Sit down enough your done”,1 year ago,0
@clarkecronin5506,And there it is. The nerve gets pinched & he can handle it. Guess he didn't like answering questions of truth. Authoritarian full blown response from the Orange Pumpkin. Wow. Who's the rude one.,1 year ago,0
@justsomecoolprayingmantisd6422,"Media treats Biden like royalty compared to trump, and Trump handled things a lot better.   Brandon is so annoying to listen to, and also Brandon gets a list of reporters names and questions beforehand. Makes me sick we have a incompetent president now",1 year ago,0
@Allbetter435,Rude from the start . Never let’s the reporter finish then interrupts  and then lies .,2 months ago,0
@doctorbad,"Mistake in the video title. He didn’t attack a reporter, he attacked Jim Acosta.",2 years ago,60
@lyndagiedd2104,He's for real in America just isn't used to it anymore the Cornerstone of the foundation of a real America for those who remember🇺🇸,2 years ago,2
