username,comment,date,likes
@darrinfry2251,Trump2024,11 months ago,2
@upschidden4228,Brave trump,10 months ago,0
@connorgray8276,Wait wait wait,1 year ago,0
@MJ-qb5ph,WellTrump was right in this instance,1 year ago,0
@bigdaddydiesel4053,Big Don 2024,11 months ago,0
@MrLunaMars,Donald Trump is not qualified to run a bike,1 year ago,3
@dogsbreed5,Trump 2024,1 year ago,3
@HappyLife-vh2ey,Trump right again .,2 months ago,1
@pedrambahman,Trump lock jailtime,1 year ago,1
@fredvegerano9607,That's a great president...Trump 2924!!!!,1 year ago,0
@IsAaCPuLaOfficial,Best President for USA,1 year ago,0
@GBSZ12,why was he orange tho,1 year ago,1
@2KVS,Now look at America crying about having a migrant crisis,1 months ago,1
@ronaldfrink3925,2:14,1 year ago,0
@Oscarj8182,1:53,6 months ago,1
@gregwatson329,Reminds me of the presidential debate between Trump and Biden!! The way Trump kept breaking in on Biden. Just like this rude reporter!! Lol.,1 year ago,0
@jollanndatheprinncess375,THE MUMMY. Пришествие!!,1 year ago,0
@sirv1234,come back trump!,1 year ago,0
@epistimonkapetanios,Based.,9 months ago,1
@kurousagi214,Trump hate media!,3 weeks agos,1
@danielsmith699,No you trump here we go with the head back and forth like trying to think of a li oopps i mean an answer that is B.S. answer.,6 days agos,0
@jrmoiney,both are rude,4 months ago,1
@lisagrobbelaar-el6ls,Mr Know all,1 months ago,0
@majid7925,This man is a Presidential candidate again. Lets all take a brace position in advance for the United States and the rest of the world.,11 months ago,0
@martyr787ro5,So how's it going now.........,2 months ago,0
@craigcp7455,Donald Duck Irish Trump,8 months ago,1
@mohamedelnagdy1714,"Пожалуйста, соблюдайте все условия предоставления услуг и все законы всего 73-го октября на планете. Каждые 7,5 миллиарда - это 196 миллиардов миллиардов. 196 величайших цивилизаций, 22 поколения кливизации 33, 5 поколений кливизации 5, 22 поколения кливизации 33, 196 величайших цивилизаций, 22 поколения кливизации 33, 196 величайших цивилизаций δ.Все 196 величайших стран, 22 поколения стран, 33-е и 196 величайших стран δ. Заткнись, мистер и мисс Боллз, Генеральный секретарь, заткнись, все, о чем ты говоришь, это шарики из шариков, которые заставили тебя сидеть с шариками из шариков, которые могут тайно ходить с шариками, шарики из шариков, которые сделали тебя крутым, шарики из шариков, которые должны быть с шариками, так что шарики должны быть с воздушными шарами. Сидящий с мячами перед другими 3 мячами может поймать 2 мяча с одного мяча.. Это письмо адресовано мистеру и мисс Боллс. Спасибо мистеру Боллсу за то, что он сделал наши шары больше.",7 months ago,1
@markpaday8870,roasted,3 months ago,0
@edgedevi428,Trump is like Elvis. The king,4 months ago,0
@gulismedia,What does Jim acosta say about migrants now????,1 months ago,0
@corneilcorneil,"That are NO IMMIGRANTS, reporter! You fail!",1 year ago,0
@baileythrush1155,Trump calling him out! Love it! TRUMP 2024,1 year ago,1
@Memegod326,Tbh Trump has no place to talk,1 year ago,0
@jackkennedy7078,"LOL ""CNN reporter"". You mean Jim Acosta",1 year ago,1
@olliewilliamsyt,Dem nigaz iz wilin',1 year ago,0
@gianbruny5330,2:13,3 weeks agos,0
@lhites9830,2021 Current administration open borders millions of migrate,10 months ago,1
@aaronbakersports,TRUMP 2024,4 months ago,5
@rebeccabechtel9701,We are still being invaded,1 year ago,1
@lutzkording3146,Trump..you can't mess with Ronald Reaggan..best President ever in USA...,1 year ago,0
@tuyetvo4353,,1 year ago,0
@vipfitnessstudio9694,"He was right. They are rude. CNN, BBC!",1 year ago,0
@ROBBAKES310,Enjoy your cell....,5 days agos,0
@hamb7260,Anybody who question 1st-grade-minded trump is rude and obnoxious.  As long as you agree with this Tyran then you are an angel.,2 months ago,0
@brianrisso346,Trump was great. He acted so tough but he was the biggest whiny baby in the room. Miss this guy. Joe doesn't make me laugh like Donald did. Trump 2024,6 months ago,1
@kifazo6277,"1v1 fight, intensive!",10 months ago,0
@purefoldnz3070,CNN got the last laugh on one term chump trump who got dumped.,1 year ago,0
@jeffeverett274,Left wing news agencies.  Ugh.,1 months ago,0
@silenceman2849,Trump was a real gangster,1 year ago,2
@pargelenis3525,Alpha male,11 months ago,2
@nogodbutAllah32,W trump,1 year ago,0
@arifcoco,China!,1 year ago,0
@user-vh5zh1oq5f,The Pumpkin two face lier,7 days agos,0
@danielojeda9902,Trump is the best!!! America needs him!!! America's heart is with Trump and so I am!!!!,3 weeks agos,0
@israelgarcia6615,Mr biden. How was your coloring book was it fun...... Biden- let me tell you something about that coloring book............ wait .. anyways.,1 year ago,0
@shabeo,1:53 1:54,3 months ago,0
@stevechambers500,"I don't care who the president is.  Shut up when he's talking.  And when he's done with your questions, also shut up.",1 year ago,0
@shanelowney8612,Yaaaay trump,1 year ago,1
@MatthewTaylor-fe9ou,Baby.,4 months ago,0
@MacOne53,Must have been looking in a mirror.,1 year ago,0
@islahbahrawi,Trump 2024,1 year ago,2
@artofwrick,He was a president. Come on,3 weeks agos,0
@mikeclayton6955,awe   poor baby Donald..  flop around on the floor  like you do at home..,8 months ago,0
@francinegagne4359,way to go Trump  2024,5 months ago,0
@zynmf9086,Am african and a big Trump supporter,1 year ago,1
@RachealCeriani-lh6kt,Can't handle the heat stay out of the kitchen this is Hollywood,12 days agos,0
@americanitalianisrael4008,BRING BACK THIS TRUE PRESIDENT. VOTE REPUBLICAN ALL OVER AMERICA IN 2022- 2024. THEN VOTE PRE. TRUMP IN 2024. WE MUST GET BOTH THE SENATE AND THE HOUSE. GET CONGRESS 100%. WIN EVERYTHING. SAVE AMERICA FOR YOUR CHILDREN FUTURE. ONLY VOTE REPUBLICAN.,1 year ago,0
@ericeasterday5849,"Trump should’ve said, “Get the f*** outta here!!” That would have been hilarious!!!  Trump 2024!!!!!",1 year ago,0
@joetomczyk7893,"Hey, yous don't know who you tawking twos. Im da king ob da world. I'm  el magnifico, trumptey dumptey. Its gotta be da greatest thrill of yous life to bask in the shadow of my greatness.",11 months ago,0
@dominiqueprochasson1815,bataille entre Extreme droite et media d'extreme centre !  PERSONNE de sensé n'a rien à y gagner !  C'est comme d'arbitrer entre un Macron et une Lepen,11 months ago,0
@MW-pi8ql,hes so annoying  keeps speaking,1 year ago,0
@Javi215SD,Sit Down,4 months ago,1
@flutterboypr6481,What part of THAT'S ENOUFFF didn't Jim Acosta understand?,1 year ago,0
@mangopeach8233,Realest,9 months ago,1
@steffenrosmus9177,The master of rudeness calling othersrude,2 months ago,0
@brendalynnellmurray3096,Don't mess with Jim Acosta. No. No. No. No. leave my Jim Acosta along. Trump...,1 year ago,0
@Aninebula,Ironic cause we have a 7000 migrant caravan coming right now,4 days agos,0
@surjitrai2880,The reporter is very annoying FairPlay trump,1 year ago,0
@fei5383,I think trump is right.,1 year ago,1
@madelinethomasian9156,Cnn is so out of it.    Get real cnn,1 year ago,1
@JA-ft1qk,Cnn trump's favorite!,1 year ago,1
@IIxMCGOWANxII,Trump is right here what a joke,1 year ago,0
@laquishatorreswhite9124,Funny how trump seems to have all the answers but as soon as you ask him a question he gets highly upset! Glad he’s out the office ( well back to sleep I go ),7 months ago,1
@muzzmack4228,Trump is the man give me a job mr trump,6 months ago,0
@mikeeihusen5194,BOO-YAH!!!!!,9 months ago,1
@Khan-xo8yp,My mind is out I mintal come,9 months ago,0
@ciowii2811,Trump so rude,1 year ago,1
@j.m.221,Jim had it coming. lol,1 year ago,0
@CyberpunkAceEdgerunersRaceDamn,Fine,6 months ago,0
@bernardchee1658,Oh boy trump roasts cnn,11 months ago,0
@davgutie943,Oh drumpf,2 months ago,0
@mikep6275,Making you talk liar,1 year ago,0
@kellyharrison9489,️ ️ ️️ ️ .,6 months ago,1
@omidjan4052,,1 year ago,1
@elixr7777,universal mputhpeice.,2 weeks agos,0
@douglaslucas7612,Hope trump does a Joe Biden and never has a press conference,1 months ago,0
@riley2521,Trump 2024 🇺🇸,1 year ago,2
@user-ll9fp8eh8f,"My comments are what the are original,  which you can never be.",5 days agos,0
@caseyjonesii6050,Can you imagine if the media attacked old Joe Biden like this???,1 year ago,0
@nankypooh655,"This man should NEVER have been POTUS, and, hopefully will never be POTUS ever again. And I'm a CONSERVATIVE!",4 months ago,1
@animalhousesanctuary6566,We need this wonderful man back in the White House!!!,7 months ago,2
@archimedes2261,Admit it America Trump is how a President should talk and respond to questions. Both comfortable and uncomfortable questions instead of just walking away.,1 year ago,1
@mauricecaron5030,"Excellent President who makes shut the mouth at CNN  ""reporters"".",3 months ago,2
@thelongtony,Just like Bolsonaro,1 year ago,0
@joshuasJR,Skimping,1 year ago,0
@MaxDamy,2:14 Ifreind,4 months ago,0
@lewish_1476,Well done trump. We all need to enter different countries legally. CNN really do need to shut ul,1 year ago,0
@Kiltskills,"Donald Trump is a fud. 

The reporter was doing his job. What's rude is publicly calling somebody a terrible person when it's likely Donald Trump has no idea.",1 year ago,0
@JSC178,"Man, I miss Trump... Total BOSS!!!",1 year ago,3
@ericeverett2353,"Well, turns out Trump was right.  The caravan was not an invasion.  Lol",1 year ago,0
@user-bh1uc8lw7y,Make a the people (to ) make money,9 months ago,0
@rickl659,It was an invasion then......and now with sleepy creepy it's an absolute tsunami.,1 year ago,1
@frankmurray5216,Costa was and is tool.,9 months ago,0
@Olter_,BASED,1 year ago,0
@carmenkoening7728,mirror,10 months ago,0
@Zero-wl7oe,Trump is the best president that ever existed in the USA.,1 year ago,0
@milanperisic3636,"Well at least something Trump and I agree on, CNN is just terrible.",1 year ago,0
@Tierall,"The fact that Trump doesn't recognise that the first job of the press in a democracy is to hold those in power accountable and inform the public, is mind-boggling... This alone should make him unfit for the position for president.",11 months ago,0
@suemaddern9317,You must be talking about himself Trump as usual,1 year ago,0
@emmastewardson6806,TRUMP,1 year ago,0
@daveinthailand,"Everyone in the US is an imagrant 
Did you ask the native American indians if it was OK for you to come in 
What year did America become a private club",1 year ago,0
@shanelowney8612,Trump 2024,1 year ago,1
@miniaturejayhawk8702,Gigabased,1 year ago,1
@marcelog590,Brazil is a mess.,4 months ago,0
@Gingersnap_Adventures,"Trump is one of the greatest presidents ever in my opinion, and YouTube may not be the place for me to say that but even in 2023, I think he handled that greatly.",2 months ago,2
@MrMotherfuck123,Its so cool that the CNN Dude continued - BRAVO !,1 year ago,0
@jamesrundquist6509,"And the trumpanzee is not,81 million people think so.",1 months ago,0
@knighter1209,"people when Biden does this kind of thing: omg so unpresidential
people when Trump does this kind of thing: so true king !!!",1 year ago,1
@Scott64119,Trump 2024,6 months ago,1
@iyaman6681,Trump a the boss,1 year ago,0
@oj181,trump 2024,1 months ago,1
@sfl6307,LOVE the reporter…..Trump thinks to highly of himself,1 year ago,2
@drgunjanchaudhary5689,Step 1 2 3 process hehe ️,1 year ago,0
@yadavshyam4546,Donald TRupm,3 months ago,0
@dtjiangutube,Trump is brilliant!!! Love him so much!!!,1 year ago,1
@SamahMakawy,Now i prefer Donald Trump,3 weeks agos,0
@HelloHello-gv2gg,Trump is scarier than the preacher from poltergeist 2,11 months ago,1
@johnnygironlopez1671,no son actores,1 year ago,0
@ErJyotiRNayak,I m in trump side ...,1 year ago,0
@shirazatm,He was totally right,1 year ago,1
@taketotheskies6950,Trump is speaking facs,11 months ago,0
@user-fe9ox8gz3s,Based trump,6 months ago,1
@markheimweh6898,Save America again against #45,1 year ago,0
@nicoleclark5105,Love this! Trump nailed the facts!,1 year ago,1
@user-mw3gp1if6o,Bad gas,7 days agos,0
@zoranmrdjenovic8127,Trump 2024,2 months ago,1
@oussoubiniakate8412,Je'southient'donald'trump''les'mosque''s'avez'ou'ya'la'verite',5 months ago,1
@doncamillo2758,And he was right,1 year ago,0
@salmankhan-vn4jf,Love trump ️,2 months ago,0
@victorsalisbury3554,Business  justice 500 trillion top dollar printer bank mint runs rumber pages 500,4 months ago,0
@prerna8252,"I really appreciate usa journalists to be blod,straightforward and brave",11 months ago,0
@gihdhgj9284,"The rotten department microregionally sparkle because offence unfortunatly cough but a many wood. elated, symptomatic explanation",1 year ago,0
@MrHailteam,Vote trump 2024 save america,1 year ago,1
@sagartrivedi3242,Only trump,1 year ago,1
@siddharthsinha4512,Not only acosta was interrupting trump but also made a very silly argument,1 year ago,1
@kentam5361,45 is talking about himself. Talk about his wife.,11 months ago,0
@aldz_05lashinjey56,That cnn reporter couldn't do that on pres putin!,1 year ago,0
@Galacalactus,He’s not wrong.,1 year ago,1
@mohamedbinelias7357,Hari Jumaat masuk masjid dan waktu solat solat yang cerita batu solat solat cerita ais batu dalam YouTube,5 months ago,0
@ruiolavo2426,"Is the Guardian Democrat? 
The tittle is forced narrative, and they the video actually shows Trump having proper arguments, so...
You are shooting yourselfs in the foot xD",1 year ago,0
